ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
6412,25-34 years old,10,NA,NA
6413,35-44 years old,20,NA,NA
6414,35-44 years old,7,179000,118326
6415,18-24 years old,3,NA,NA
6416,35-44 years old,20,65000,69608
6417,25-34 years old,12,NA,NA
6418,25-34 years old,13,300000,64732
6419,35-44 years old,21,63000000,78736
6420,18-24 years old,7,NA,NA
6421,25-34 years old,17,NA,NA
6422,25-34 years old,5,60000,60000
6423,35-44 years old,20,NA,NA
6424,45-54 years old,15,145000,145000
6425,25-34 years old,17,NA,NA
6426,25-34 years old,12,85000,85000
6427,35-44 years old,23,160000,171343
6428,18-24 years old,4,NA,NA
6429,25-34 years old,10,100000,107090
6430,35-44 years old,32,NA,NA
6431,18-24 years old,7,45000,48190
6432,25-34 years old,15,NA,NA
6433,35-44 years old,17,NA,NA
6434,35-44 years old,21,75750,94035
6435,35-44 years old,34,75000,93104
6436,18-24 years old,10,NA,NA
6437,35-44 years old,32,50000,53545
6438,45-54 years old,36,80000,80000
6439,18-24 years old,13,260000,171870
6440,18-24 years old,3,NA,NA
6441,18-24 years old,3,NA,NA
6442,45-54 years old,40,NA,NA
6443,18-24 years old,4,1200000,1960
6444,35-44 years old,20,NA,NA
6445,35-44 years old,12,NA,NA
6446,25-34 years old,10,NA,NA
6447,18-24 years old,4,NA,NA
6448,35-44 years old,30,200000,200000
6449,45-54 years old,43,163000,163000
6450,25-34 years old,15,3000000,37127
6451,55-64 years old,18,135000,135000
6452,25-34 years old,7,62000,66396
6453,18-24 years old,12,NA,NA
6454,18-24 years old,9,100000,107090
6455,35-44 years old,10,48000,48000
6456,25-34 years old,18,132000,141358
6457,18-24 years old,5,20000,5433
6458,Under 18 years old,6,NA,NA
6459,25-34 years old,10,135000,148792
6460,25-34 years old,16,85000,91026
6461,25-34 years old,4,38000,47173
6462,Prefer not to say,NA,NA,NA
6463,18-24 years old,9,NA,NA
6464,35-44 years old,5,NA,NA
6465,18-24 years old,14,NA,NA
6466,35-44 years old,15,125000,133862
6467,25-34 years old,17,860000,77927
6468,25-34 years old,8,95000,70634
6469,18-24 years old,2,NA,NA
6470,25-34 years old,7,280000,16030
6471,45-54 years old,27,145000,145000
6472,18-24 years old,11,170000,34489
6473,25-34 years old,17,50000,53545
6474,35-44 years old,16,230000,230000
6475,25-34 years old,16,50000,53545
6476,18-24 years old,6,NA,NA
6477,35-44 years old,17,56000,59970
6478,25-34 years old,10,110000,110000
6479,25-34 years old,15,130000,161380
6480,35-44 years old,19,402800,96375
6481,Under 18 years old,2,NA,NA
6482,25-34 years old,4,NA,NA
6483,25-34 years old,10,60000,74483
6484,25-34 years old,2,41000,50897
6485,25-34 years old,10,1000000,92141
6486,35-44 years old,30,80000,80000
6487,35-44 years old,25,120000,120000
6488,18-24 years old,9,180000,180000
6489,35-44 years old,36,NA,NA
6490,18-24 years old,2,NA,NA
6491,25-34 years old,16,130000,130000
6492,35-44 years old,35,NA,NA
6493,18-24 years old,9,NA,NA
6494,18-24 years old,9,100000,110216
6495,25-34 years old,12,NA,NA
6496,18-24 years old,8,NA,NA
6497,35-44 years old,6,960000,88456
6498,18-24 years old,8,130000,130000
6499,25-34 years old,14,85000,63199
6500,25-34 years old,15,NA,NA
6501,25-34 years old,NA,315000,67969
6502,18-24 years old,9,NA,NA
6503,35-44 years old,25,80000000,99982
6504,18-24 years old,4,NA,NA
6505,45-54 years old,26,170000,126397
6506,25-34 years old,12,NA,NA
6507,45-54 years old,43,160000,97123
6508,25-34 years old,18,65000,69608
6509,25-34 years old,7,115000,85504
6510,25-34 years old,7,NA,NA
6511,25-34 years old,15,97000,19679
6512,25-34 years old,16,840000,77399
6513,18-24 years old,3,NA,NA
6514,18-24 years old,Less than 1 year,NA,NA
6515,18-24 years old,10,70000,70000
6516,18-24 years old,9,16000,16000
6517,25-34 years old,14,NA,NA
6518,18-24 years old,3,NA,NA
6519,25-34 years old,20,200000,200000
6520,35-44 years old,23,60000,74483
6521,18-24 years old,2,NA,NA
6522,25-34 years old,7,95256,95256
6523,25-34 years old,12,95000,117931
6524,35-44 years old,26,680000,680000
6525,25-34 years old,10,75000,45527
6526,25-34 years old,8,NA,NA
6527,25-34 years old,10,624000,57496
6528,25-34 years old,20,185000,185000
6529,45-54 years old,36,150000,150000
6530,Under 18 years old,NA,NA,NA
6531,25-34 years old,7,NA,NA
6532,25-34 years old,7,110000,110000
6533,25-34 years old,12,36000,36000
6534,18-24 years old,NA,NA,NA
6535,Under 18 years old,7,NA,NA
6536,25-34 years old,5,32000,34269
6537,45-54 years old,36,92000,98522
6538,65 years or older,More than 50 years,NA,NA
6539,25-34 years old,9,658000,59623
6540,18-24 years old,7,NA,NA
6541,25-34 years old,11,60000,64254
6542,45-54 years old,31,17940000,52033
6543,18-24 years old,2,NA,NA
6544,25-34 years old,4,300000,14102
6545,55-64 years old,45,NA,NA
6546,45-54 years old,25,1250000,113266
6547,25-34 years old,6,NA,NA
6548,25-34 years old,7,5600000,69304
6549,35-44 years old,6,132000,26780
6550,35-44 years old,26,85000,63199
6551,Under 18 years old,3,NA,NA
6552,18-24 years old,1,NA,NA
6553,35-44 years old,22,125000,92939
6554,25-34 years old,14,NA,NA
6555,35-44 years old,25,1200000,62246
6556,25-34 years old,15,56000,59970
6557,25-34 years old,12,275000,275000
6558,18-24 years old,4,NA,NA
6559,35-44 years old,26,95000,101735
6560,35-44 years old,21,NA,NA
6561,18-24 years old,10,NA,NA
6562,35-44 years old,28,NA,NA
6563,25-34 years old,12,180000,180000
6564,25-34 years old,8,70000,74963
6565,25-34 years old,11,180000,180000
6566,35-44 years old,NA,NA,NA
6567,25-34 years old,5,45000,48190
6568,25-34 years old,8,NA,NA
6569,18-24 years old,6,NA,NA
6570,25-34 years old,14,100000,107090
6571,25-34 years old,8,150000,150000
6572,25-34 years old,16,74000,79246
6573,35-44 years old,18,220000,220000
6574,25-34 years old,3,NA,NA
6575,18-24 years old,7,NA,NA
6576,25-34 years old,10,24000,25701
6577,35-44 years old,28,NA,NA
6578,18-24 years old,7,NA,NA
6579,55-64 years old,40,NA,NA
6580,18-24 years old,2,NA,NA
6581,25-34 years old,12,79000,84601
6582,25-34 years old,5,50400,53973
6583,Under 18 years old,8,NA,NA
6584,25-34 years old,3,NA,NA
6585,25-34 years old,6,58000,62112
6586,25-34 years old,10,165000,165000
6587,25-34 years old,17,95000,101735
6588,35-44 years old,25,NA,NA
6589,25-34 years old,13,160000,160000
6590,25-34 years old,8,NA,NA
6591,25-34 years old,14,165000,165000
6592,25-34 years old,5,63500,63500
6593,25-34 years old,12,1020000,92425
6594,45-54 years old,34,NA,NA
6595,18-24 years old,6,115000,23331
6596,35-44 years old,18,120000,128507
6597,Under 18 years old,3,NA,NA
6598,25-34 years old,5,450000,120276
6599,25-34 years old,10,NA,NA
6600,25-34 years old,10,185000,185000
6601,18-24 years old,5,NA,NA
6602,35-44 years old,20,NA,NA
6603,25-34 years old,4,NA,NA
6604,35-44 years old,10,1600000,144981
6605,25-34 years old,15,96800,103663
6606,18-24 years old,6,NA,NA
6607,55-64 years old,44,NA,NA
6608,25-34 years old,12,70000,74963
6609,35-44 years old,18,48000,51403
6610,55-64 years old,22,0,NA
6611,18-24 years old,6,NA,NA
6612,18-24 years old,6,NA,NA
6613,18-24 years old,7,87000,64686
6614,35-44 years old,6,NA,NA
6615,55-64 years old,37,NA,NA
6616,18-24 years old,8,60000,64254
6617,18-24 years old,2,NA,NA
6618,35-44 years old,15,20000,21418
6619,18-24 years old,2,NA,NA
6620,45-54 years old,36,NA,NA
6621,45-54 years old,32,160000,160000
6622,45-54 years old,27,NA,NA
6623,35-44 years old,11,NA,NA
6624,35-44 years old,21,NA,NA
6625,Under 18 years old,7,NA,NA
6626,25-34 years old,9,NA,NA
6627,18-24 years old,8,NA,NA
6628,45-54 years old,37,200000,200000
6629,25-34 years old,21,NA,NA
6630,45-54 years old,19,200000,200000
6631,25-34 years old,10,96000,71377
6632,25-34 years old,14,150000,111527
6633,25-34 years old,3,25000,26772
6634,25-34 years old,11,NA,NA
6635,65 years or older,50,120000,24345
6636,25-34 years old,12,NA,NA
6637,25-34 years old,10,60000,64254
6638,25-34 years old,12,180000,180000
6639,35-44 years old,25,13500,13500
6640,25-34 years old,9,110000,110000
6641,35-44 years old,20,150000,150000
6642,18-24 years old,5,67000,71750
6643,25-34 years old,7,NA,NA
6644,25-34 years old,9,NA,NA
6645,18-24 years old,8,117000,117000
6646,35-44 years old,30,230000,230000
6647,25-34 years old,13,160000,171343
6648,25-34 years old,10,NA,NA
6649,25-34 years old,3,NA,NA
6650,18-24 years old,11,120000,120000
6651,25-34 years old,6,127000,25765
6652,35-44 years old,25,230000,171008
6653,35-44 years old,21,24000,13138
6654,35-44 years old,5,220000,220000
6655,18-24 years old,6,NA,NA
6656,35-44 years old,20,400000,428358
6657,Under 18 years old,6,NA,NA
6658,25-34 years old,6,44800000,10315
6659,25-34 years old,7,NA,NA
6660,18-24 years old,6,NA,NA
6661,25-34 years old,20,125000,125000
6662,25-34 years old,8,125000,125000
6663,45-54 years old,23,85000,105517
6664,25-34 years old,15,140000,92545
6665,25-34 years old,15,NA,NA
6666,18-24 years old,5,NA,NA
6667,25-34 years old,10,NA,NA
6668,25-34 years old,6,150000,186207
6669,18-24 years old,13,NA,NA
6670,25-34 years old,14,145000,145000
6671,18-24 years old,1,NA,NA
6672,25-34 years old,9,66000,70679
6673,25-34 years old,7,110000,136552
6674,25-34 years old,13,NA,NA
6675,18-24 years old,4,NA,NA
6676,18-24 years old,2,36000,7304
6677,55-64 years old,40,NA,NA
6678,18-24 years old,8,NA,NA
6679,25-34 years old,14,NA,NA
6680,25-34 years old,6,22800000,28495
6681,35-44 years old,10,300000,14102
6682,55-64 years old,48,200000,200000
6683,35-44 years old,20,75000,93104
6684,25-34 years old,6,135000,135000
6685,35-44 years old,17,120000000,27630
6686,18-24 years old,4,NA,NA
6687,25-34 years old,12,120000,120000
6688,25-34 years old,12,210000,210000
6689,18-24 years old,NA,NA,NA
6690,25-34 years old,12,74000,79246
6691,25-34 years old,10,70000,74963
6692,18-24 years old,9,1800000,22276
6693,25-34 years old,6,NA,NA
6694,55-64 years old,48,NA,NA
6695,35-44 years old,10,55000,58899
6696,25-34 years old,12,NA,NA
6697,35-44 years old,21,NA,NA
6698,18-24 years old,11,NA,NA
6699,35-44 years old,18,420000,420000
6700,35-44 years old,30,185000,137550
6701,25-34 years old,8,NA,NA
6702,25-34 years old,3,NA,NA
6703,Under 18 years old,8,NA,NA
6704,18-24 years old,10,NA,NA
6705,25-34 years old,5,NA,NA
6706,25-34 years old,9,150000,111527
6707,25-34 years old,18,NA,NA
6708,25-34 years old,10,196100,196100
6709,Prefer not to say,10,NA,NA
6710,45-54 years old,25,NA,NA
6711,25-34 years old,18,NA,NA
6712,25-34 years old,7,NA,NA
6713,25-34 years old,4,NA,NA
6714,18-24 years old,6,170000,40674
6715,18-24 years old,3,10000,10000
6716,Under 18 years old,7,NA,NA
6717,25-34 years old,23,NA,NA
6718,25-34 years old,9,53000,65793
6719,18-24 years old,6,NA,NA
6720,18-24 years old,4,NA,NA
6721,25-34 years old,8,NA,NA
6722,35-44 years old,17,NA,NA
6723,35-44 years old,5,NA,NA
6724,25-34 years old,9,400000,400000
6725,25-34 years old,4,253500,24979
6726,25-34 years old,12,NA,NA
6727,35-44 years old,21,45000,48190
6728,25-34 years old,14,NA,NA
6729,55-64 years old,45,175000,217242
6730,45-54 years old,29,NA,NA
6731,35-44 years old,18,NA,NA
6732,18-24 years old,5,NA,NA
6733,18-24 years old,6,100000,100000
6734,18-24 years old,7,NA,NA
6735,18-24 years old,4,NA,NA
6736,25-34 years old,19,301000,301000
6737,35-44 years old,20,NA,NA
6738,18-24 years old,NA,NA,NA
6739,45-54 years old,12,100000,74351
6740,25-34 years old,8,NA,NA
6741,25-34 years old,15,90000,111724
6742,18-24 years old,6,NA,NA
6743,25-34 years old,5,NA,NA
6744,Under 18 years old,4,NA,NA
6745,25-34 years old,7,NA,NA
6746,35-44 years old,1,NA,NA
6747,25-34 years old,10,1600000,91599
6748,25-34 years old,17,80000,80000
6749,Under 18 years old,4,NA,NA
6750,25-34 years old,15,65000,69608
6751,18-24 years old,2,NA,NA
6752,25-34 years old,13,180000,180000
6753,25-34 years old,15,120000,120000
6754,35-44 years old,20,700000,40075
6755,18-24 years old,7,NA,NA
6756,25-34 years old,14,1300000,74424
6757,25-34 years old,15,27000,28914
6758,Under 18 years old,7,NA,NA
6759,25-34 years old,10,NA,NA
6760,25-34 years old,16,80000,43794
6761,18-24 years old,4,NA,NA
6762,45-54 years old,22,165000,165000
6763,65 years or older,More than 50 years,NA,NA
6764,25-34 years old,15,93000,93000
6765,18-24 years old,4,NA,NA
6766,18-24 years old,3,NA,NA
6767,25-34 years old,5,175000,175000
6768,65 years or older,More than 50 years,NA,NA
6769,25-34 years old,8,138000,138000
6770,18-24 years old,10,75000,49578
6771,25-34 years old,9,30000,32127
6772,25-34 years old,14,150000,30431
6773,18-24 years old,10,NA,NA
6774,35-44 years old,23,NA,NA
6775,25-34 years old,2,36000,7304
6776,25-34 years old,12,62000,66396
6777,18-24 years old,7,90000,96381
6778,35-44 years old,18,57800,61898
6779,45-54 years old,34,NA,NA
6780,35-44 years old,18,NA,NA
6781,55-64 years old,30,120000,89222
6782,35-44 years old,22,NA,NA
6783,18-24 years old,7,NA,NA
6784,35-44 years old,15,240000,240000
6785,25-34 years old,16,118000,87735
6786,25-34 years old,11,80000,85672
6787,25-34 years old,15,200000,200000
6788,25-34 years old,5,257400,14736
6789,18-24 years old,6,78500,78500
6790,35-44 years old,21,108000,108000
6791,18-24 years old,8,NA,NA
6792,18-24 years old,5,70000,70000
6793,35-44 years old,16,86000,106759
6794,35-44 years old,5,NA,NA
6795,25-34 years old,10,90000,90000
6796,45-54 years old,41,NA,NA
6797,25-34 years old,10,NA,NA
6798,45-54 years old,30,1180000,106923
6799,35-44 years old,20,190000,141268
6800,35-44 years old,28,NA,NA
6801,25-34 years old,20,95000,101735
6802,25-34 years old,17,NA,NA
6803,Under 18 years old,3,NA,NA
6804,35-44 years old,27,200000,200000
6805,25-34 years old,10,800000,115028
6806,25-34 years old,15,105000,112444
6807,Under 18 years old,5,NA,NA
6808,18-24 years old,3,NA,NA
6809,45-54 years old,40,120000,120000
6810,25-34 years old,7,42000,44978
6811,35-44 years old,30,NA,NA
6812,18-24 years old,3,NA,NA
6813,25-34 years old,13,175000,41871
6814,35-44 years old,28,60000,74483
6815,35-44 years old,2,NA,NA
6816,18-24 years old,2,NA,NA
6817,35-44 years old,25,250000,267724
6818,35-44 years old,6,NA,NA
6819,25-34 years old,13,99000,99000
6820,18-24 years old,1,NA,NA
6821,25-34 years old,18,51000,63310
6822,18-24 years old,5,28000,29985
6823,25-34 years old,8,150000,99156
6824,25-34 years old,14,NA,NA
6825,25-34 years old,7,100000,100000
6826,25-34 years old,15,145000,107810
6827,35-44 years old,17,140000,140000
6828,45-54 years old,40,NA,NA
6829,25-34 years old,6,165000,165000
6830,25-34 years old,10,144000,29214
6831,35-44 years old,26,140000,140000
6832,35-44 years old,20,107000,79556
6833,25-34 years old,10,19200000,23996
6834,18-24 years old,7,NA,NA
6835,18-24 years old,6,NA,NA
6836,45-54 years old,19,NA,NA
6837,18-24 years old,3,NA,NA
6838,18-24 years old,2,NA,NA
6839,25-34 years old,20,NA,NA
6840,18-24 years old,2,NA,NA
6841,35-44 years old,27,165000,165000
6842,45-54 years old,20,80000,80000
6843,45-54 years old,33,175000,175000
6844,18-24 years old,10,NA,NA
6845,18-24 years old,6,NA,NA
6846,35-44 years old,33,168000,168000
6847,18-24 years old,3,50000,50000
6848,Under 18 years old,8,NA,NA
6849,18-24 years old,8,NA,NA
6850,18-24 years old,4,NA,NA
6851,18-24 years old,6,105000,105000
6852,25-34 years old,13,275000,341380
6853,18-24 years old,2,NA,NA
6854,25-34 years old,10,140000,84983
6855,35-44 years old,6,NA,NA
6856,45-54 years old,30,NA,NA
6857,25-34 years old,6,NA,NA
6858,18-24 years old,7,NA,NA
6859,18-24 years old,5,80000,80000
6860,18-24 years old,7,NA,NA
6861,25-34 years old,6,40000,42836
6862,45-54 years old,30,180000,180000
6863,18-24 years old,3,NA,NA
6864,35-44 years old,25,NA,NA
6865,18-24 years old,8,62000,62000
6866,45-54 years old,26,180000,133833
6867,25-34 years old,9,125000,125000
6868,35-44 years old,15,200000,200000
6869,18-24 years old,12,NA,NA
6870,35-44 years old,20,NA,NA
6871,35-44 years old,25,90000,96381
6872,18-24 years old,10,105000,105000
6873,35-44 years old,10,NA,NA
6874,35-44 years old,10,300000,15561
6875,18-24 years old,3,NA,NA
6876,25-34 years old,13,NA,NA
6877,35-44 years old,25,130000,96657
6878,Under 18 years old,8,NA,NA
6879,25-34 years old,10,NA,NA
6880,18-24 years old,5,NA,NA
6881,25-34 years old,12,48343,60012
6882,25-34 years old,14,135000,135000
6883,25-34 years old,4,82000,82000
6884,18-24 years old,12,NA,NA
6885,18-24 years old,8,6600,6600
6886,25-34 years old,10,116000,116000
6887,35-44 years old,28,125000,92939
6888,35-44 years old,20,180000,109264
6889,25-34 years old,17,NA,NA
6890,35-44 years old,22,230000,230000
6891,18-24 years old,5,NA,NA
6892,35-44 years old,16,77500,16723
6893,25-34 years old,9,77000,57251
6894,25-34 years old,8,540000,49756
6895,35-44 years old,20,NA,NA
6896,25-34 years old,7,3000000,36351
6897,35-44 years old,26,210000,138818
6898,35-44 years old,17,6000000,43010
6899,45-54 years old,20,NA,NA
6900,25-34 years old,6,NA,NA
6901,25-34 years old,12,NA,NA
6902,25-34 years old,15,45000,45000
6903,25-34 years old,10,220000,220000
6904,18-24 years old,4,NA,NA
6905,25-34 years old,8,39600000,49491
6906,35-44 years old,20,40000,42836
6907,25-34 years old,9,110000,110000
6908,25-34 years old,17,325000,325000
6909,18-24 years old,7,NA,NA
6910,18-24 years old,10,NA,NA
6911,45-54 years old,22,135000,135000
6912,18-24 years old,3,NA,NA
6913,25-34 years old,14,215000,142123
6914,18-24 years old,4,39600000,9118
6915,55-64 years old,25,50000,50000
6916,25-34 years old,7,300000,300000
6917,18-24 years old,4,NA,NA
6918,25-34 years old,8,300000,60863
6919,35-44 years old,11,15900000,113975
6920,18-24 years old,10,NA,NA
6921,25-34 years old,15,125000,133862
6922,18-24 years old,3,NA,NA
6923,25-34 years old,7,NA,NA
6924,18-24 years old,13,32000,39724
6925,25-34 years old,15,5000,5000
6926,25-34 years old,16,56000,59970
6927,18-24 years old,6,10000,10000
6928,25-34 years old,14,210000,210000
6929,25-34 years old,10,NA,NA
6930,25-34 years old,10,80000,52883
6931,25-34 years old,20,210000,210000
6932,18-24 years old,11,NA,NA
6933,18-24 years old,8,75000,80317
6934,25-34 years old,8,NA,NA
6935,35-44 years old,20,150000,150000
6936,18-24 years old,6,41500,51517
6937,18-24 years old,6,NA,NA
6938,35-44 years old,20,140000,173793
6939,18-24 years old,2,NA,NA
6940,45-54 years old,32,100000,124138
6941,35-44 years old,18,225000,148734
6942,25-34 years old,9,120000,65697
6943,35-44 years old,20,195000,195000
6944,35-44 years old,25,155000,115245
6945,35-44 years old,21,84000,45983
6946,18-24 years old,10,NA,NA
6947,25-34 years old,3,NA,NA
6948,45-54 years old,6,125000,125000
6949,25-34 years old,17,120000,120000
6950,25-34 years old,17,NA,NA
6951,35-44 years old,24,NA,NA
6952,Under 18 years old,2,NA,NA
6953,25-34 years old,10,144000,29214
6954,35-44 years old,10,NA,NA
6955,18-24 years old,5,NA,NA
6956,18-24 years old,2,NA,NA
6957,25-34 years old,14,115000,76019
6958,45-54 years old,20,NA,NA
6959,25-34 years old,10,NA,NA
6960,Prefer not to say,5,NA,NA
6961,35-44 years old,23,NA,NA
6962,18-24 years old,Less than 1 year,NA,NA
6963,25-34 years old,9,110000,110000
6964,35-44 years old,15,186000,186000
6965,18-24 years old,13,66000,70679
6966,25-34 years old,15,95000,95000
6967,Prefer not to say,NA,NA,NA
6968,35-44 years old,9,130000,130000
6969,18-24 years old,8,NA,NA
6970,25-34 years old,18,NA,NA
6971,25-34 years old,13,65000,69608
6972,35-44 years old,17,120000,79325
6973,25-34 years old,18,NA,NA
6974,18-24 years old,2,NA,NA
6975,25-34 years old,12,156850,156850
